TAXID,Command,Ethnicity
899551,PATROL BORO QUEENS NORTH,BLACK
966698,046 PRECINCT,WHITE
938974,061 PRECINCT,WHITE
973585,010 PRECINCT,HISPANIC
972099,040 PRECINCT,BLACK
947237,067 PRECINCT,WHITE
972786,017 PRECINCT,WHITE
960907,EMER SERV SQ 05,WHITE
931813,PUBLIC SECURITY SECTION,WHITE
971137,018 PCT-MIDTOWN NO. PCT,WHITE
938976,CEIS MAJOR INVESTIGATION SQUAD,WHITE
950854,TB CANINE UNIT,WHITE
943542,HIGHWAY UNIT 3,WHITE
937054,STRATEGIC RESP GRP 1 MANHATTAN,WHITE
953082,SIU CRIME STOPPERS SQUAD,WHITE
949289,DRUG ENFORCEMENT TASK FORCE,WHITE
943543,DET BORO MAN SO HOMICIDE SQ,WHITE
940387,083 PRECINCT,WHITE
933979,CRD SPARTA GROUP,WHITE
951982,078 PRECINCT,WHITE
954113,FORCE INVESTIGATION DIVISION,WHITE
962597,STRATEGIC RESP GRP 3 BROOKLYN,WHITE
951981,WARRANT SECTION,WHITE
904503,EMERGENCY OPERATIONS DIVISION,WHITE
948247,069 PRECINCT,BLACK
885671,PATROL BORO MAN SOUTH,WHITE
956070,100 PRECINCT,WHITE
956074,DRUG ENFORCEMENT TASK FORCE,WHITE
930684,PBQS COMMUNITY AFFAIRS SECTION,WHITE
950855,GVSD Z1 VIOLENCE RED T/F,WHITE
969961,123 PRECINCT,WHITE
949290,MAJOR CASE UNIT,WHITE
980694,067 PRECINCT,WHITE
982474,RTS RECRUITS,WHITE
955156,QUEENS NORTH GRAND LARCENY SQD,WHITE
955157,WARRANT SECTION,WHITE
977609,014 PCT-MIDTOWN SO. PCT,WHITE
958896,014 PCT-MIDTOWN SO. PCT,WHITE
932991,040 PRECINCT,BLACK
982022,RTS RECRUITS,WHITE
973587,109 PRECINCT,WHITE
976258,009 PRECINCT,WHITE
942156,LSSD ELECTRONICS SECTION,WHITE
955688,AC ZONE II BRONX/ MANHATTAN,WHITE
961999,048 PRECINCT,BLACK
943544,045 PRECINCT,WHITE
981571,RTS RECRUITS,BLACK
935274,NARC BORO BROOKLYN NORTH,BLACK
945976,HEADQUARTERS SECURITY UNIT,BLACK
961930,AVIATION UNIT,WHITE
978637,HOUSING PSA 5,BLACK
954111,FINANCIAL CRIMES TASK FORCE,WHITE
968924,HIGHWAY UNIT 2,HISPANIC
981572,RTS RECRUITS,WHITE
963150,023 DET SQUAD,BLACK
941071,CEIS METRO SAFE STREETS TF,WHITE
968627,102 PRECINCT,BLACK
942262,HEADQUARTERS SECURITY UNIT,WHITE
919381,PATROL BORO STATEN ISLAND,WHITE
980035,043 PRECINCT,BLACK
961931,PSA 1 VIPER 13,WHITE
967598,TRANSIT BORO BRONX/QUEENS,NATIVE AMERICAN
949303,CRIMINAL ENTERPRISE INVEST SEC,WHITE
965317,STRIKE FORCE,WHITE
965319,CEIS JOINT ORGANIZED CRIME TASK FORCE,WHITE
965318,019 PRECINCT,WHITE
955159,034 DET SQUAD,WHITE
975651,107 PRECINCT,WHITE
956905,013 DET SQUAD,WHITE
964155,068 DET SQUAD,WHITE
928743,NARCOTICS CANINE UNIT,WHITE
879122,113 PRECINCT,WHITE
945973,IAB INVESTIGATIONS UNIT 10,HISPANIC
982475,RTS RECRUITS,HISPANIC
936603,PATROL BORO QUEENS SOUTH,WHITE
949292,JOINT TERRORIST TASK FORCE,WHITE
968626,084 PRECINCT,ASIAN
975017,007 PRECINCT,HISPANIC
938981,CAD RECRUITMENT SECTION,BLACK
981573,RTS RECRUITS,BLACK
947238,PATROL SERVICES BUREAU,WHITE
966701,113 PRECINCT,WHITE
951983,103RD DETECTIVE SQUAD,WHITE
954117,043 PRECINCT,BLACK
967194,WARRANT SECTION,BLACK
967193,073 DET SQUAD,BLACK
951984,QUEENS WARRANT SQD,WHITE
930689,OPERATIONS & ANALYSIS SECTION,WHITE
948292,HOUSING PSA 4,WHITE
940443,CEIS JOINT ORGANIZED CRIME TASK FORCE,WHITE
956075,SCHOOL SAFETY DIVISION,BLACK
948383,WORLD TRADE CENTER COMMAND,WHITE
975650,006 PRECINCT,WHITE
930686,DET BORO BRONX OPER,WHITE
958897,075 PRECINCT,WHITE
955158,017 PRECINCT,BLACK
913673,PATROL BORO MAN NORTH,BLACK
945977,UNIFORMED OPERATIONS UNIT,WHITE
958898,TRANSIT DISTRICT 3,BLACK
969963,060 PRECINCT,WHITE
974330,MILITARY & EXTENDED LEAVE DESK,WHITE
947239,FORCE INVESTIGATION DIVISION,WHITE
950857,017 PRECINCT,WHITE
956906,LATENT PRINT SECTION,WHITE
942155,TRIGGER LOCK UNIT,WHITE
967196,TRANSIT DISTRICT 1,HISPANIC
968628,032 PRECINCT,WHITE
963151,MILITARY & EXTENDED LEAVE DESK,WHITE
950858,048 PRECINCT,WHITE
956076,107 PRECINCT,WHITE
927170,DET BORO MAN NO HOMICIDE SQ,WHITE
961933,041 PRECINCT,WHITE
963640,108 PRECINCT,WHITE
949296,NARC BORO MANHATTAN SOUTH,WHITE
942157,OPERATIONS & ANALYSIS SECTION,BLACK
965320,NARC BORO QUEENS SOUTH,WHITE
922741,ARSON & EXPLOSION,WHITE
947240,067 PRECINCT,BLACK
951980,079 PRECINCT,WHITE
949298,DEP COMM PUBLIC INFORMATION,WHITE
949299,067 PRECINCT,WHITE
944788,PBSI FERRY SECURITY UNIT,WHITE
937059,014 PCT-MIDTOWN SO. PCT,WHITE
893348,PATROL BORO MAN SOUTH,WHITE
974331,116 PRECINCT,WHITE
981574,RTS RECRUITS,BLACK
949300,073 PRECINCT,BLACK
980036,HOUSING PSA 2,WHITE
977269,047 PRECINCT,BLACK
969210,061 PRECINCT,BLACK
966178,NARC BORO BROOKLYN NORTH,WHITE
978056,103 PRECINCT,WHITE
963152,040 PRECINCT,WHITE
974332,030 PRECINCT,BLACK
978055,MILITARY & EXTENDED LEAVE DESK,WHITE
981575,RTS RECRUITS,NATIVE AMERICAN
928747,POLICE ACADEMY,WHITE
942159,EMER SERV SQ 04,HISPANIC
940446,CRIME PREVENTION DIVISION,WHITE
955162,083 PRECINCT,WHITE
943545,INTERNAL AFFAIRS BUREAU,BLACK
955163,052 PRECINCT,WHITE
890470,MISSING PERSONS SQUAD,WHITE
937060,001 PRECINCT,WHITE
959804,049 PRECINCT,HISPANIC
935280,NARC BORO BROOKLYN NORTH,BLACK
955160,078 PRECINCT,WHITE
932995,NARC BORO QUEENS SOUTH MAJOR CASE UNIT,WHITE
944528,FORCE INVESTIGATION DIVISION,BLACK
944789,MEDICAL DIVISION,WHITE
955164,BROOKLYN COURT SECTION,WHITE
975652,CAD PSYCH ASSESSMENT SECTION,BLACK
960993,INTERNAL AFFAIRS BUREAU,WHITE
956077,TIMES SQUARE UNIT,WHITE
895710,HOUSING BUREAU,WHITE
953084,108 PRECINCT,WHITE
944790,GVSD Z1 VIOLENCE RED T/F,WHITE
951986,HARBOR UNIT,WHITE
957839,INTERNAL AFFAIRS BUREAU,BLACK
930692,006 PRECINCT,BLACK
950860,POLICE COMMISSIONER,WHITE
963641,TRP BUR OPERATIONS,BLACK
974333,075 PRECINCT,BLACK
949295,WARRANT SECTION,WHITE
974334,075 PRECINCT,BLACK
916664,SPECIAL VICTIMS UNIT,WHITE
982477,RTS RECRUITS,BLACK
971138,TB BUS ENFORCEMENT UNIT,BLACK
950862,DEP COMM EMPLOYEE RELATIONS,WHITE
978057,HOUSING PSA 5,HISPANIC
958900,DBMS EVIDENCE COLLECTION TEAM,HISPANIC
945978,NARC BORO BRONX,WHITE
966270,EMERGENCY PREP & EXERCISE SECTION,HISPANIC
937061,TRANSIT DISTRICT 1,BLACK
976767,112 PRECINCT,WHITE
919387,QUEENS SOUTH OPER HOMICIDE SQD,WHITE
943546,BRONX ZOO DETAIL,WHITE
950863,FIREARMS & TACTICS SECTION,WHITE
898020,FORENSIC INVESTIGATIONS DIV,WHITE
920583,BARRIER SECTION,WHITE
940449,IN-SERVICE TRAINING SECTION,WHITE
933983,EMER SERV SQ 01,WHITE
937065,HARBOR UNIT,WHITE
951997,048 PRECINCT,WHITE
918653,PATROL SERVICES BUREAU,WHITE
949304,MILITARY & EXTENDED LEAVE DESK,BLACK
977270,TRANSIT DISTRICT 32,BLACK
932998,NARC BORO BROOKLYN NORTH,WHITE
930677,CEIS GUARDIAN TASK FORCE,WHITE
970690,026 PRECINCT,WHITE
933001,014 PCT-MIDTOWN SO. PCT,WHITE
937063,PATROL BORO MAN SOUTH,WHITE
968629,066 PRECINCT,WHITE
930694,AUTO POUNDS,WHITE
980695,043 PRECINCT,BLACK
917971,046 PRECINCT,WHITE
956907,LATENT PRINT SECTION,WHITE
910284,TRANSIT BUREAU,WHITE
940450,052 DET SQUAD,WHITE
982476,RTS RECRUITS,WHITE
981577,RTS RECRUITS,WHITE
942162,PBQS JAMAICA AVE BID,WHITE
964643,024 PRECINCT,BLACK
976766,044 PRECINCT,BLACK
974335,020 PRECINCT,WHITE
969965,069 PRECINCT,WHITE
972102,084 PRECINCT,WHITE
970692,010 PRECINCT,WHITE
949301,CRIMINAL INTELLIGENCE SECTION,BLACK
951987,067 DET SQUAD,WHITE
967197,POLICE COMMISSIONER,WHITE
956078,TECH. ASSIST. & RESPONSE UNIT,WHITE
964156,076 PRECINCT,WHITE
938989,SVU CITYWIDE HUMAN TRAFFICKING SQUAD,WHITE
914137,PUBLIC SECURITY SECTION,WHITE
958902,NARC BORO STATEN ISLAND,WHITE
947241,PATROL BORO MAN SOUTH,WHITE
950861,HWY DIST COLLISION INV SQD,BLACK
956908,CCCS DISCOVERY LIAISON UNIT,WHITE
942163,WARRANT SECTION,WHITE
937066,CRITICAL RESPONSE COMMAND,WHITE
943547,121 PRECINCT,WHITE
973589,010 PRECINCT,WHITE
938990,079 PRECINCT,WHITE
972789,103 PRECINCT,WHITE
942164,046 DET SQUAD,BLACK
921570,OPERATIONS UNIT,HISPANIC
967600,"GUN VIOL SUPP DIV Z1 (BK,Q,SI)",WHITE
954118,PUBLIC SECURITY SECTION,WHITE
930697,QUEENS ROBBERY SQUAD,WHITE
979333,107 PRECINCT,WHITE
955165,INTEL CIS FIO PROGRAM,WHITE
969966,014 PCT-MIDTOWN SO. PCT,WHITE
969211,020 DET SQUAD,WHITE
945981,063 PRECINCT,BLACK
969967,018 PCT-MIDTOWN NO. PCT,WHITE
935283,MAJOR CASE UNIT,WHITE
956909,FIRST AMENDMENT ACTIVITIES,WHITE
949302,049 PRECINCT,WHITE
921557,CEIS METRO SAFE STREETS TF,WHITE
950865,CEIS METRO SAFE STREETS TF,WHITE
979334,102 PRECINCT,WHITE
940452,SEX OFFENDER MONITORING UNIT,WHITE
953086,MANHATTAN STANDARDS & ASSESSMENTS UNIT,WHITE
948386,TRANSIT DISTRICT 1,WHITE
941072,MILITARY & EXTENDED LEAVE DESK,WHITE
938992,LICENSE DIVISION,WHITE
978638,104 PRECINCT,WHITE
971294,018 PCT-MIDTOWN NO. PCT,WHITE
955166,PBMN COMMUNITY AFFAIRS SECTION,WHITE
906788,PATROL BORO MAN SOUTH,WHITE
940451,072 PRECINCT,WHITE
964645,014 PCT-MIDTOWN SO. PCT,WHITE
960915,028 PRECINCT,WHITE
943549,CRIMINAL INTELLIGENCE SECTION,WHITE
940453,CEIS JOINT ORGANIZED CRIME TASK FORCE,WHITE
924166,063 PRECINCT,WHITE
942147,DA SQUAD SI,WHITE
966207,034 PRECINCT,WHITE
956081,023 PRECINCT,WHITE
944794,102 PRECINCT,WHITE
942166,PB PAID DETAIL UNIT,WHITE
966703,103 PRECINCT,WHITE
963155,NARC BORO MANHATTAN NORTH,WHITE
944793,TRANSIT BORO MAN TASK FORCE,HISPANIC
948163,"GUN VIOL SUPP DIV Z1 (BK,Q,SI)",WHITE
937067,NARC BORO QUEENS SOUTH,WHITE
933984,EMER SERV SQ 06,WHITE
949305,120 PRECINCT,WHITE
965324,013 PRECINCT,WHITE
966206,WARRANT SECTION,BLACK
917960,FAS SUPPORT TEAM,WHITE
890511,INTEL & COUNTERTERRORISM BUREAU,WHITE
942167,TRANSIT DISTRICT 33,BLACK
949306,100 PRECINCT,BLACK
940454,HAZMAT/WEAPONS OF MASS DESTRUCTION,WHITE
937068,DBBN EVIDENCE COLLECTION TEAM,BLACK
938991,123 PRECINCT,WHITE
951988,LOWER MANHATTAN SECURITY INITIATIVE,WHITE
947807,NARC BORO MANHATTAN NORTH,BLACK
980696,079 PRECINCT,BLACK
922752,PATROL BORO QUEENS SOUTH,BLACK
953012,HOUSING BOROUGH BRONX/QUEENS,WHITE
962601,090 PRECINCT,BLACK
963643,"GUN VIOL SUPP DIV Z1 (BK,Q,SI)",WHITE
953085,CRITICAL RESPONSE COMMAND,WHITE
953087,EMERGENCY SERVICE UNIT,WHITE
970693,105 PRECINCT,WHITE
958907,044 PRECINCT,WHITE
973590,005 PRECINCT,HISPANIC
974336,TRANSIT DISTRICT 33,BLACK
925715,CRITICAL RESPONSE COMMAND,WHITE
950867,TB ANTI TERRORISM 1,WHITE
951989,040 PRECINCT,BLACK
947243,PBMS GR LARC/PICKPOCKET TEAM,WHITE
982478,RTS RECRUITS,WHITE
945983,MANHATTAN COURT SECTION,BLACK
955168,INTEL CIS FIO PROGRAM,WHITE
945984,OPERATIONS UNIT,WHITE
928754,TRAINING BUREAU,BLACK
981579,RTS RECRUITS,WHITE
950868,INTERNAL AFFAIRS BUREAU,WHITE
915141,TB ANTI TERRORISM 3,BLACK
960917,TB ANTI TERRORISM 3,WHITE
966704,049 DET SQUAD,WHITE
972103,105 PRECINCT,WHITE
963157,HOUSING PSA 7,BLACK
955167,TIMES SQUARE UNIT,WHITE
969968,018 PCT-MIDTOWN NO. PCT,BLACK
969213,061 PRECINCT,WHITE
943552,WORLD TRADE CENTER COMMAND,BLACK
953088,LMSI PROJECT MANAGEMENT OFFICE,WHITE
981578,RTS RECRUITS,WHITE
942868,CRIME PREVENTION DIVISION,BLACK
949307,CRITICAL RESPONSE COMMAND,BLACK
946522,071 PRECINCT,BLACK
974337,043 PRECINCT,BLACK
955169,HOUSING PSA 2,BLACK
978639,108 PRECINCT,WHITE
969969,060 PCT CONEY ISLAND DETAIL,ASIAN
935284,TECH. ASSIST. & RESPONSE UNIT,WHITE
948155,INTERNAL AFFAIRS BUREAU,WHITE
967999,120 DETECTIVE SQUAD,WHITE
919370,014 PCT-MIDTOWN SO. PCT,WHITE
979335,010 PRECINCT,WHITE
951990,UNIFORMED OPERATIONS UNIT,WHITE
935285,PSA 6 VIPER 1,BLACK
943553,013 DET SQUAD,WHITE
960916,TRANSIT DISTRICT 33,WHITE
953089,STRIKE FORCE,BLACK
959806,PATROL BORO BRONX,WHITE
955170,NARC BORO MANHATTAN NORTH,WHITE
971140,044 PRECINCT,BLACK
947933,DBQN EVIDENCE COLLECTION TEAM,BLACK
943936,TRAFFIC ENFORCEMENT DISTRICT,WHITE
978058,103 PRECINCT,WHITE
964646,PATROL BORO MAN NORTH,ASIAN
955171,078 PRECINCT,WHITE
975019,MILITARY & EXTENDED LEAVE DESK,BLACK
956911,TRANSIT STANDARDS & ASSESSMENTS UNIT,HISPANIC
948027,CRC CANINE UNIT,WHITE
966705,047 PRECINCT,WHITE
959808,017 DET SQUAD,WHITE
981580,RTS RECRUITS,BLACK
960919,047 PRECINCT,WHITE
980037,TRANSIT DISTRICT 3,BLACK
955507,SUPPORT SERVICES BUREAU,WHITE
955172,MOUNTED UNIT,WHITE
942168,SEX OFFENDER MONITORING UNIT,WHITE
962602,106TH DET SQUAD,WHITE
942170,PERSONNEL ORDERS DIVISION,BLACK
938997,CRIMINAL INTELLIGENCE SECTION,WHITE
949308,DEP COMM PUBLIC INFORMATION,WHITE
938998,DBQS EVIDENCE COLLECTION TEAM,WHITE
937071,LICENSE DIVISION,BLACK
959809,120 PRECINCT,WHITE
958910,TARU DRONE TEAM,BLACK
971141,014 PCT-MIDTOWN SO. PCT,HISPANIC
948387,SCUBA UNIT,WHITE
933004,DET BORO BKLYN NO HOMICIDE SQ,WHITE
975020,061 PRECINCT,BLACK
982479,RTS RECRUITS,WHITE
950869,DEP COMM PUBLIC INFORMATION,BLACK
982480,RTS RECRUITS,BLACK
948092,TRANSIT DISTRICT 11,HISPANIC
981581,RTS RECRUITS,BLACK
966706,HOUSING PSA 2,BLACK
953181,OPERATIONS UNIT,WHITE
924157,PATROL BORO BKLYN SOUTH,BLACK
975021,MANHATTAN COURT SECTION,BLACK
972792,HOUSING PSA 1,BLACK
942172,CHARACTER ASSESSMENT SECTION,WHITE
975022,010 PRECINCT,WHITE
943554,112TH DET SQUAD,WHITE
972104,116 PRECINCT,WHITE
914452,HOUSING PSA 3,BLACK
945987,WARRANT SECTION,HISPANIC
947244,PBBS COMMUNITY AFFAIRS SECTION,BLACK
974339,111 PRECINCT,WHITE
981582,RTS RECRUITS,BLACK
928760,105 PRECINCT,WHITE
951992,LATENT PRINT SECTION,BLACK
962603,116 PRECINCT,WHITE
916193,HWY DIST COLLISION INV SQD,WHITE
966208,QN AUTO LARCENY UNIT,WHITE
964647,023 PRECINCT,BLACK
978951,060 PRECINCT,WHITE
937074,AC ZONE I QUEENS/BKLYN/S.I.,WHITE
951994,084 PRECINCT,WHITE
978640,105 PRECINCT,WHITE
939000,CENTRAL PARK PRECINCT,WHITE
940988,PATROL SERVICES BUREAU WHEEL,BLACK
939001,044 PRECINCT,HISPANIC
976768,PSA 4 VIPER 6,BLACK
935289,TECH. ASSIST. & RESPONSE UNIT,WHITE
972793,106 PRECINCT,WHITE
953090,FIREARMS INVESTIGATION UNIT,WHITE
949309,071 DET SQUAD,WHITE
977271,120 PRECINCT,WHITE
940456,ITB ADMINISTRATIVE DIVISION,WHITE
959810,PERFORMANCE ANALYSIS UNIT,HISPANIC
976537,102 PRECINCT,HISPANIC
939002,TRANSIT DISTRICT 4,BLACK
930706,HOUSING COMMUNITY AFFAIRS SECT,BLACK
957842,105 PRECINCT,WHITE
944797,LICENSE DIVISION,WHITE
968000,TRANSIT DISTRICT 2,WHITE
966707,CRIME SCENE UNIT,WHITE
942173,005 DET SQUAD,WHITE
945814,075 PRECINCT,WHITE
960921,QUEENS COURT SECTION,WHITE
941073,047 PRECINCT,WHITE
961939,014 PCT-MIDTOWN SO. PCT,WHITE
944796,BUILDING MAINTENANCE SECT,WHITE
937078,PATROL BORO QUEENS NORTH,HISPANIC
962604,075 PRECINCT,WHITE
951996,TRANSIT BORO MAN TASK FORCE,BLACK
954121,009 DET SQUAD,WHITE
949310,TRANSIT DISTRICT 32,BLACK
932901,POLICE ACADEMY,WHITE
976259,071 PRECINCT,WHITE
965327,OPERATIONS UNIT,WHITE
975023,116 PRECINCT,WHITE
955174,STRATEGIC RESP GRP 3 BROOKLYN,WHITE
979336,017 PRECINCT,WHITE
980038,032 PRECINCT,HISPANIC
966209,063 PRECINCT,ASIAN
943557,ACQUISITIONS MANAGEMENT DIV,WHITE
973591,TRANSIT BUREAU RESPONSE TEAM,WHITE
976260,103 PRECINCT,WHITE
957843,DET BORO STATEN ISLAND,WHITE
951805,079 PRECINCT,WHITE
954122,WARRANT SECTION,WHITE
970694,108 PRECINCT,WHITE
960922,TRANSIT DISTRICT 11,HISPANIC
950870,WORLD TRADE CENTER COMMAND,WHITE
937079,072 PRECINCT,BLACK
969214,MILITARY & EXTENDED LEAVE DESK,BLACK
978059,017 PRECINCT,WHITE
979337,078 PRECINCT,BLACK
939003,TRANSIT DISTRICT 34,HISPANIC
963347,INTEL CIS FIO PROGRAM,WHITE
968001,STRATEGIC RESP GRP 4 QUEENS,WHITE
937077,017 PRECINCT,WHITE
969971,CENTRAL ROBBERY DIVISION,WHITE
982207,RTS RECRUITS,BLACK
900118,STRATEGIC RESP GRP 2 BRONX,BLACK
971136,066 PRECINCT,BLACK
941074,075 PRECINCT,WHITE
974340,TIMES SQUARE UNIT,BLACK
958913,HIGHWAY UNIT 2,BLACK
944799,IAB INVESTIGATIONS UNIT 32,WHITE
937080,060 PRECINCT,HISPANIC
939004,DEP COMM PUBLIC INFORMATION,WHITE
942175,PBBN COMMUNITY RESPONSE TEAM,HISPANIC
979338,063 PRECINCT,BLACK
963158,048 PRECINCT,WHITE
930711,DRUG ENFORCEMENT TASK FORCE,WHITE
973592,076 PRECINCT,BLACK
948089,FIREARMS & TACTICS SECTION,WHITE
969972,024 PRECINCT,BLACK
978060,113 PRECINCT,BLACK
978061,049 PRECINCT,BLACK
949311,INTEL CIS FIO PROGRAM,WHITE
942177,115TH DET SQUAD,WHITE
903009,FAMILY ASSISTANCE SECTION,BLACK
937081,018 PCT-MIDTOWN NO. PCT,WHITE
947245,CRIMINAL INTELLIGENCE SECTION,WHITE
981583,RTS RECRUITS,WHITE
933989,YOUTH STRATEGIES DIVISION,HISPANIC
939005,DA SQUAD BRONX,HISPANIC
951998,HARBOR UNIT,WHITE
937082,CRIME SCENE UNIT,WHITE
967201,121 PRECINCT,BLACK
969973,LEGAL BUREAU,WHITE
976261,TB SUBWAY SAFETY TASK FORCE,BLACK
924184,PBSI COMMUNITY AFFAIRS SECTION,WHITE
939006,NARC BORO BRONX,BLACK
935296,CRIME PREVENTION DIVISION,HISPANIC
946653,TRANSIT BUREAU RESPONSE TEAM,BLACK
975653,075 PRECINCT,WHITE
960604,116 PRECINCT,HISPANIC
980697,073 PRECINCT,BLACK
922772,PUBLIC SECURITY SECTION,WHITE
966210,QUEENS SOUTH VICE MODULE,WHITE
976769,122 PRECINCT,HISPANIC
978641,NARC BORO QUEENS SOUTH,HISPANIC
949314,104TH DET SQUAD,WHITE
955175,BROOKLYN COURT SECTION,HISPANIC
970695,088 DET SQUAD,HISPANIC
949315,BRONX COURT SECTION,ASIAN
953092,PSA 8 VIPER 4,BLACK
942179,PATROL SERVICES BUREAU,HISPANIC
955176,077 PRECINCT,HISPANIC
956083,047 DET SQUAD,HISPANIC
952000,040 DET SQUAD,HISPANIC
982481,RTS RECRUITS,HISPANIC
966211,TRANSIT DISTRICT 1,HISPANIC
975931,052 PRECINCT,HISPANIC
976770,123 PRECINCT,HISPANIC
945989,050 PRECINCT,HISPANIC
971143,018 PCT-MIDTOWN NO. PCT,HISPANIC
939008,CRIMINAL INTELLIGENCE SECTION,HISPANIC
942180,DEA FIREARMS TASK FORCE,HISPANIC
943560,047 DET SQUAD,HISPANIC
972794,052 PRECINCT,HISPANIC
940459,MANHATTAN COURT SECTION,HISPANIC
945990,CITYWIDE TRAFFIC TF,HISPANIC
962607,013 PRECINCT,WHITE
969216,014 PCT-MIDTOWN SO. PCT,WHITE
969974,046 PRECINCT,HISPANIC
962608,116 PRECINCT,HISPANIC
933010,123 PRECINCT,HISPANIC
951999,025 PRECINCT,HISPANIC
968634,018 PCT-MIDTOWN NO. PCT,WHITE
956915,HOUSING PSA 1,HISPANIC
982482,RTS RECRUITS,HISPANIC
935298,ERMS CIV COMPLAINT STAT UNIT,HISPANIC
973593,081 PRECINCT,HISPANIC
968002,HOUSING PSA 5,HISPANIC
966214,ORCHARD BEACH DETAIL,HISPANIC
972795,023 PRECINCT,HISPANIC
956916,025 PRECINCT,HISPANIC
942178,TRANSIT DISTRICT 4,HISPANIC
928768,MANHATTAN SOUTH OPER NIGHT WATCH,HISPANIC
939010,OPERATIONS & ANALYSIS SECTION,HISPANIC
949316,PBBS COMMUNITY AFFAIRS SECTION,HISPANIC
930716,TB ANTI TERRORISM 3,HISPANIC
977611,HOUSING PSA 5,HISPANIC
945991,TRANSIT DISTRICT 2,HISPANIC
972105,113 PRECINCT,HISPANIC
958915,HOUSING PSA 5,HISPANIC
950871,TRANSIT DISTRICT 30,ASIAN
933991,081 DET SQUAD,HISPANIC
964651,TRANSIT DISTRICT 4,HISPANIC
960924,090 PRECINCT,HISPANIC
935299,STRATEGIC RESP GRP 2 BRONX,HISPANIC
967602,023 PRECINCT,HISPANIC
958917,PATROL BORO MAN NORTH,HISPANIC
942182,COMMUNITY OUTREACH DIVISION,HISPANIC
960904,BROOKLYN SOUTH OPER NIGHT WATCH,HISPANIC
978063,HOUSING PSA 7,HISPANIC
959334,MEDICAL DIVISION,HISPANIC
967601,MN AUTO LARCENY UNIT,HISPANIC
980039,052 PRECINCT,HISPANIC
980698,077 PRECINCT,HISPANIC
974341,PBQS JAMAICA AVE BID,HISPANIC
958916,047 PRECINCT,HISPANIC
981584,RTS RECRUITS,HISPANIC
956084,INTERNAL AFFAIRS BUREAU,HISPANIC
964160,WARRANT SECTION,WHITE
977272,083 PRECINCT,HISPANIC
963159,048 PRECINCT,HISPANIC
970697,024 PRECINCT,HISPANIC
975654,014 PCT-MIDTOWN SO. PCT,HISPANIC
977273,066 PRECINCT,HISPANIC
936046,PATROL BORO MAN NORTH,BLACK
945248,PATROL BORO BKLYN NORTH,HISPANIC
955177,HOUSING PSA 2,HISPANIC
958918,PATROL BORO MAN SOUTH,WHITE
952757,INFO TECHNOLOGY SERVICES DIV,WHITE
937085,123 PRECINCT,WHITE
967603,BROOKLYN COURT SECTION,WHITE
941075,CRIME SCENE UNIT,WHITE
956087,TECH. ASSIST. & RESPONSE UNIT,WHITE
937084,122 PRECINCT,WHITE
922774,122 PRECINCT,WHITE
940460,032 PRECINCT,HISPANIC
980699,077 PRECINCT,ASIAN
940461,CHIEF CRIME CONTROL STRATEGIES,WHITE
972106,013 PRECINCT,ASIAN
974342,019 PRECINCT,WHITE
953093,LICENSE DIVISION,HISPANIC
936049,RTCC FACIAL IDENTIFICATION SEC,ASIAN
944802,120 PRECINCT,WHITE
981586,RTS RECRUITS,ASIAN
977274,TRANSIT DISTRICT 4,ASIAN
979339,066 PRECINCT,ASIAN
966709,114 PRECINCT,WHITE
975025,111 PRECINCT,ASIAN
973118,077 PRECINCT,HISPANIC
981585,RTS RECRUITS,WHITE
972796,121 PRECINCT,WHITE
966216,INTEL CIS FIO PROGRAM,ASIAN
961940,FIRST DEPUTY COMMISSIONER,ASIAN
969218,TRANSIT DISTRICT 33,ASIAN
969977,078 PRECINCT,ASIAN
960925,STATEN ISLAND SPECIAL VICTIMS SQUAD,HISPANIC
960926,066 PRECINCT,ASIAN
963646,INTEL CIS FIO PROGRAM,WHITE
972107,077 PRECINCT,BLACK
981587,RTS RECRUITS,ASIAN
960927,TRANSIT DISTRICT 33,ASIAN
963647,116 PRECINCT,WHITE
950872,QUEENS COURT SECTION,HISPANIC
960928,046 PRECINCT,HISPANIC
972293,AUTO POUNDS,HISPANIC
937086,TRANSIT DISTRICT 3,HISPANIC
965330,TRANSIT DISTRICT 34,HISPANIC
928770,FUGITIVE ENFORCEMENT UNIT,HISPANIC
955178,NARC BORO BRONX,HISPANIC
948726,MGMT ORDERS & DIRECTIVES SECTION,WHITE
957844,TRANSIT DISTRICT 3,HISPANIC
982483,RTS RECRUITS,HISPANIC
937083,TRANSIT DISTRICT 3,HISPANIC
944801,MANAGEMENT ANALYSIS SECTION,WHITE
977275,TIMES SQUARE UNIT,HISPANIC
957845,044 PRECINCT,HISPANIC
979643,115 PRECINCT,HISPANIC
949317,DRUG ENFORCEMENT TASK FORCE,HISPANIC
950873,084 PRECINCT,HISPANIC
953095,TRANSIT DISTRICT 3,HISPANIC
952001,EMER SERV SQ 02,WHITE
975655,079 PRECINCT,HISPANIC
968635,052 PRECINCT,HISPANIC
937087,INTEL CIS FIO PROGRAM,HISPANIC
975656,032 PRECINCT,HISPANIC
968636,067 PRECINCT,HISPANIC
982484,RTS RECRUITS,HISPANIC
945994,INFORMATION SECURITY OFFICE,HISPANIC
943563,CRIME PREVENTION DIVISION,WHITE
945993,033 PRECINCT,WHITE
972798,TRANSIT DISTRICT 1,HISPANIC
978642,094 PRECINCT,ASIAN
980700,TIMES SQUARE UNIT,WHITE
